Timestamp,Speed,RPM,Throttle,Brake,G_Lat,G_Lon,DriveStyle,Confidence
0.307415,3.32481e-05,900,0,0,0,0,0,0.660483
0.739518,3.32759e-05,900,0,0,0,0,0,0.661281
0.98629,3.23572e-05,900,0,0,0,0,0,0.661694
1.1438,3.28705e-05,900,0,0,0,0,0,0.662028
1.36077,3.65519e-05,900,0,0,0,0,0,0.662424
1.53847,3.20504e-05,900,0,0,0,0,0,0.66274
1.97495,3.19659e-05,900,0,0,0,0,0,0.663526
2.21249,3.19019e-05,900,0,0,0,0,0,0.663964
2.43642,3.36003e-05,900,0,0,0,0,0,0.66432
2.65988,3.25185e-05,900,0,0,0,0,0,0.664721
2.98877,3.26818e-05,900,0,0,0,0,0,0.665352
3.15784,3.27368e-05,900,0,0,0,0,0,0.665637
3.33922,3.30493e-05,900,0,0,0,0,0,0.665987
3.99815,3.28565e-05,900,0,0,0,0,0,0.667157
4.34077,3.27114e-05,900,0,0,0,0,0,0.667724
4.49197,3.20793e-05,900,0,0,0,0,0,0.66802
4.64543,3.28116e-05,900,0,0,0,0,0,0.668337
4.83366,3.242e-05,900,0,0,0,0,0,0.668506
5.06917,3.06723e-05,900,0,0,0,0,0,0.668765
5.24385,3.10892e-05,900,0,0,0,0,0,0.668956
5.7365,3.58593e-05,900,0,0,0,0,0,0.669424
5.95103,3.12095e-05,900,0,0,0,0,0,0.669673
6.10301,3.10955e-05,900,0,0,0,0,0,0.669834
6.26735,3.04746e-05,900,0,0,0,0,0,0.669999
6.42876,3.1021e-05,900,0,0,0,0,0,0.67017
6.55784,3.15568e-05,900,0,0,0,0,0,0.670312
6.71129,3.15049e-05,900,0,0,0,0,0,0.670455
6.88706,3.24954e-05,900,0,0,0,0,0,0.670628
7.03466,3.17654e-05,900,0,0,0,0,0,0.670789
7.17347,3.2419e-05,900,0,0,0,0,0,0.670949
7.32172,3.24364e-05,900,0,0,0,0,0,0.671081
7.54242,3.21191e-05,900,0,0,0,0,0,0.671329
7.97757,3.12824e-05,900,0,0,0,0,0,0.671771
8.36639,3.24965e-05,900,0,0,0,0,0,0.672138
8.59473,3.22546e-05,900,0,0,0,0,0,0.672405
8.74581,3.3141e-05,900,0,0,0,0,0,0.672567
8.95578,3.32912e-05,900,0,0,0,0,0,0.672774
9.14358,3.26019e-05,900,0,0,0,0,0,0.672948
9.29121,3.21643e-05,900,0,0,0,0,0,0.673105
9.52126,3.63927e-05,900,0,0,0,0,0,0.673343
9.71638,3.62396e-05,900,0,0,0,0,0,0.673535
10.0473,3.01297e-05,900,0,0,0,0,0,0.6739
10.1913,3.10017e-05,900,0,0,0,0,0,0.674024
10.3179,0.000296973,900,0,0,0,0,0,0.674151
10.446,0.00010383,900,0,0,0,0,0,0.674293
10.5607,8.48302e-06,900,0,0,0,0,0,0.674406
10.6811,8.15666e-06,900,0,0,0,0,0,0.674532
10.8069,0.00010396,900,0,0,0,0,0,0.674659
10.9195,0.000117876,900,0,0,0,0,0,0.674785
11.0528,1.67115e-05,900,0,0,0,0,0,0.674928
11.1675,0.000671368,900,0,0,0,0,0,0.675038
11.2849,1.01464e-05,900,0,0,0,0,0,0.675162
11.5259,0.000273138,900,0,0,0,0,0,0.675413
11.7133,3.44649e-05,4330,100,0,0,0,1,0.977146
11.8964,4.19978e-05,8689,100,0,0,0,1,0.988998
12.079,4.32974e-05,8947,100,0,0,0,1,0.989227
12.2223,4.12473e-05,9023,100,0,0,0,1,0.98929
12.3413,4.08903e-05,9049,100,0,0,0,1,0.989306
12.4561,3.85304e-05,8984,100,0,0,0,1,0.98924
12.5796,3.74477e-05,8692,43.6869,0,0,0,1,0.908837
12.6902,3.68101e-05,8100,0,0,0,0,1,0.586679
12.8126,3.84742e-05,7233,0,0,0,0,1,0.564566
12.9255,3.6818e-05,6470,0,0,0,0,1,0.530568
13.0495,0.0045693,6405,69.4444,0,1.88089e-05,0.000451147,1,0.945471
13.1805,0.30041,8519,100,0,0.00316777,0.00408706,1,0.988662
13.3031,1.32916,8778,100,0,0.00171086,0.00531942,1,0.98891
13.4242,3.34788,8217,100,0,-0.0224248,0.00331675,1,0.988622
13.6773,8.68656,8628,100,0,-0.0127727,-0.00119875,1,0.988772
13.857,12.0961,8371,100,0,-0.0138599,0.00524493,1,0.988381
14,14.3827,8657,100,0,-0.0106721,0.00488823,1,0.988518
14.1218,17.0723,8982,100,0,0.00475641,0.00186126,1,0.98846
14.2402,19.4892,8851,100,0,-0.00318647,0.00363304,1,0.98837
14.3495,21.5732,8521,100,0,-0.024549,0.0017486,1,0.988331
14.4781,23.9601,8310,100,0,-0.0346873,6.15055e-05,1,0.988192
14.6074,26.3588,8063,100,0,-0.012742,-0.00198438,1,0.987423
14.7236,28.8349,8323,100,0,0.0297882,-0.0318083,1,0.9869
14.8372,30.9574,7643,100,0,0.0512622,0.00234131,1,0.985351
14.9616,33.5598,5147,100,0,0.0698547,0.0105025,1,0.976231
15.089,35.669,4344,100,0,0.186092,-0.040781,1,0.973027
15.2011,37.5641,4531,100,0,0.324293,0.0301059,1,0.962487
15.3207,39.0172,3026,100,0,0.41329,-0.0291833,1,0.97842
15.4428,40.4321,3046,100,0,0.324742,-0.00209984,1,0.981025
15.6201,43.5673,3284,83.2525,0,0.0794474,0.027475,1,0.968514
15.8697,43.7001,3187,10.4192,0,0.269418,0.0361924,0,0.625799
16.0932,46.1829,3486,100,0,0.500118,0.00807502,1,0.96778
16.2868,48.0482,3684,82.0707,0,0.634241,-0.0330184,1,0.893244
16.4366,48.4864,3506,0,0,0.736743,-0.0842016,0,0.712748
16.5568,47.8252,3457,0,0,0.826439,0.0578624,0,0.758861
16.6638,47.0721,3405,0,0,0.726071,-0.159108,0,0.693599
16.7826,46.6111,3455,30.4596,0,0.865044,-0.0122544,0,0.64911
16.8963,46.8904,3606,67.4697,0,0.788792,-0.0543187,1,0.695701
17.02,47.5841,3631,75.3636,0,0.820043,0.0681345,1,0.724829
17.1327,48.2157,3644,72.9949,0,0.831149,-0.0680649,1,0.749497
17.2483,48.7081,3781,72.9949,0,0.743325,-0.0427053,1,0.772065
17.3653,49.5717,3759,76.5455,0,0.77003,-0.0294592,1,0.795037
17.6949,52.3571,4058,100,0,0.692378,0.00540182,1,0.945215
17.8517,53.9574,4030,100,0,0.759391,-0.0362825,1,0.942749
17.9949,55.2027,4244,100,0,0.616423,-0.195966,1,0.96031
18.1203,56.5459,4290,100,0,0.67307,0.104878,1,0.938293
18.2333,57.8555,4526,100,0,0.531139,-0.0695578,1,0.959013
18.3617,60.0195,4623,100,0,0.441485,0.152841,1,0.956838
18.4804,62.4239,4872,100,0,0.232449,-0.0400982,1,0.972373
18.6124,64.2856,4848,100,0,0.235229,-0.122481,1,0.974169
18.7305,66.8058,5169,100,0,0.0984523,0.152654,1,0.975223
18.8578,69.3578,5359,100,0,0.0854973,0.196265,1,0.975232
18.9891,72.1097,5542,100,0,0.000902852,0.114113,1,0.979226
